18,Awesome new app\, so far so good.,US,2014-07-15 04:36:00,5,Gottaloveit420!,Great... Love it,427932542,
19,Love recording sound bites of where I am and what I'm doing .,US,2014-07-14 21:52:00,5,M19876,Fun!,427932542,
2895,I love\, love this app. I only wish I could use larger photos without it cutting part of the pic. Great stickers and extras.,US,2014-07-03 04:21:00,4,PeachyMommy,GREAT PHOTO APP!,674208785,
2896,I'm having so much fun using this app!,US,2014-07-03 03:31:00,5,Lkrupa,Great app,674208785,
2897,I love this app!!! It makes it so easy to create super cute photos!!!,US,2014-07-03 01:19:00,5,SuperFunPuzzles,Love it!!!,674208785,
2898,You can create your own meme and the graphics are great!,US,2014-07-02 18:14:00,5,Uuduviboh,Great!,674208785,
2899,Love this app so much! Editing pics on here is so much fun.,US,2014-07-02 13:40:00,5,MissJenalicious,Best Photo App!!!!!!,674208785,
2900,My only 'complaint' is that there are SO many options!!  But that is part of what makes this app so fabulous!,US,2014-07-02 11:55:00,5,BeardedPearl,Love this photo app!,674208785,
2901,This app is awesome! So many different things you can do with photos & love the rewards they give!,US,2014-07-01 20:31:00,5,Lstewart1978,Love this app!,674208785,
2902,I liked it. It's easy to use\, and became one of my favorites apps to edit photos. ,US,2014-07-01 19:07:00,5,Juju ☺,Really creative,674208785,
2903,Love this app! Greatest discovery yet!,US,2014-07-01 13:58:00,5,Lilmrsallen,Love it!,674208785,
2904,Muy buena la aplicación,US,2014-07-01 11:45:00,5,Player yary,Buena,674208785,
2905,Very cool app!,US,2014-07-01 03:26:00,4,FunkyBalls,I love it!!!,674208785,
2906,I love this app wish the college can fit as a wallpaper,US,2014-06-30 10:33:00,5,QueenT_iz_myname,Nice,674208785,
2907,Offers awesome little extras to make your photos that much more special!,US,2014-06-30 02:24:00,5,Alshsun,Super awesome app!,674208785,
2908,Wonderful App,US,2014-06-30 00:50:00,5,KjP/0731,Great!,674208785,
2909,Many options\, text\, customization of filters\, great app,US,2014-06-29 19:27:00,5,Jasmin1785327,Love the options!,674208785,
2910,I love this app! Only had it a few moments and I'm already addicted. And I have over 6 different photo apps..,US,2014-06-29 02:17:00,5,Wondermomtoo1,In love,674208785,
2911,I love it,US,2014-06-28 21:05:00,5,925kat,Very fun,674208785,
2912,Makes cute pix. Easy to use!,US,2014-06-27 04:10:00,5,hanabananapants,Fun :),674208785,
2913,I love this app!  It's my favorite newest discovery!  It has so many easy to use options to make your pics look great and add cute details and lettering.  I can't get over how simple it is to use but how versatile the options are! It also integrates with tons of other apps very easily.  Love it!!,US,2014-06-27 03:05:00,5,Kristyreis,Best new photo app!!,674208785,
2914,Wow! An app that has ALL my photo editing options in ONE!,US,2014-06-26 18:09:00,5,Sjazzkey,ALL-in-1!!,674208785,
2915,Adds the perfect touch to any photo!,US,2014-06-26 09:57:00,5,sisgothekid,Love\, Love\, LOVE!!!,674208785,
2916,Love it!,US,2014-06-25 17:30:00,5,Aldanahabdullah,Cool,674208785,
2917,Love this app!! So many options to choose from :),US,2014-06-25 11:56:00,5,WhitTayHow,Photofy,674208785,
2918,This app is simply amazing i feel like a photographer & the effects & txts are so tumblr its amazing & soo easy (: thanks #photofy,US,2014-06-25 11:18:00,4,Jordanne,Photofy,674208785,
2919,Love love love this app. Absolutely endless possibly Georgics creations,US,2014-06-25 01:26:00,5,Nono mom,Photofy,674208785,
2920,The best app I have ever had to make my pics look fabulous! Very pleased!,US,2014-06-24 23:05:00,4,Rrblackley,Lovin' it!,674208785,
2921,Absolutely love this App!!!,US,2014-06-24 01:50:00,5,Lovespics,LOVE THIS APP,674208785,
2922,I'm always posting pictures and quotes in my IG page and photofy made it super easy to have more creative content. You can keep it super simple or get as creative and as many layers as you can imagine. Definitely user friendly from basic to advanced. ,US,2014-06-21 00:02:00,5,XmasJoye,So creative!,674208785,
2923,Anyone purchase this package? Does it include future added packages? Or we need to unlock the new package and purchase again and again?,US,2014-06-20 01:58:00,3,melovecrafts,Photofy Platinum Package $19.99,674208785,
2924,App had some issues during my initial use. Brought to developers attention... Within a day or two\, issue was solved.I'm not going to say why this app is one of the best. You have to download it and see for yourself.,US,2014-06-18 12:29:00,4,BHONGBASTIC,One of the best app I own,674208785,
2925,Love all the cute sayings!!,US,2014-06-18 01:59:00,5,Stylz P,Awesome,674208785,
2926,I love the app I just wish you could do more with editing your photo within the app. I hate that I have to get my picture setup first and the bring it in to add my frills.,US,2014-06-15 03:55:00,4,Jkropugh,Good app needs more editing options.,674208785,
2927,The designs are extremely cute and there is one for almost everything imaginable! I love love love this app!,US,2014-06-15 03:45:00,5,B.Claire08,Best photo editing app ever!!,674208785,
2928,So much fun! So many options. I'm gonna drive people crazy with all the pictures I have 'photofy'd' on Instagram! ,US,2014-06-14 06:30:00,5,MrsKesel,Photofy Rocks,674208785,
2929, this app just wish I could add more than one photo per project,US,2014-06-14 00:27:00,5,Ladyktm,New found love,674208785,
2930,This app is awesome so easy to use and tons of options! Thanks for making,US,2014-06-14 00:15:00,5,Designsbyt,Love it,674208785,
2931,❤️❤️❤️❤️,US,2014-06-11 18:38:00,5,Abtanner0726,LOVEeeee,674208785,
2932,This app is phenomenal!! Love it to pieces.,US,2014-06-09 01:01:00,5,E.pabs,AMAZING,674208785,
2933,This is my favorite photo app I have ever had! It would be cool though if I could add my pictures to the background templates that are in Photofy! Thanks!,US,2014-06-08 05:21:00,5,ReunnaW,Great app but I have a suggestion,674208785,
2934,I have turned some great pics into FAB pics with this app. LOVE!,US,2014-06-08 02:20:00,5,Byrd4,Love this app!!,674208785,
2935,Love how creative this app let's you be!,US,2014-06-08 01:23:00,4,CatLuvr06,:),674208785,
2936,I use this app to create eye catching pictures to post on Facebook and other social media for marketing my business. I highly recommend his for social media marketing. Great text options and backgrounds.,US,2014-06-07 16:10:00,5,pdxmtmassage,Social media marketing genius,674208785,
2937,This app is so much fun. So user friendly and graphics for everything! Love the new collegiate line of graphics. #miamioh,US,2014-06-06 20:10:00,5,Stevenssm,Love this app,674208785,
2938,I could spend all day with this app. There are endless possibilities for making your personal photos into amazing creations! You can also use backgrounds and the detail options to make all kinds of pictures..uplifting\, inspirational to funny and memorable! I love the packages available to expand your collection. You'll have a great time discovering how creative you can be. Don't wait\, get started now!! ,US,2014-06-06 00:31:00,5,Kimmith77,Absolutely My Favorite!!,674208785,
2939,I always wanted an app where I could play around with my pics\, creating a unique look. Now\, not only I create beautiful pics but also this app gives me the option to launch positive and inspirational messages. I am in love with this app!,US,2014-06-05 23:00:00,5,J. Benitez,In love with this app!,674208785,
2940,Super fun! Adorable fonts & backgrounds! Definitely going to upgrade to the full version!,US,2014-06-04 01:01:00,5,beeeachbum19,Love it!,674208785,
2941,Loving this app! It makes my photos look like movie posters. So cool. ,US,2014-06-03 14:23:00,5,Marrallelism,❤️ it.,674208785,
2942,By far\, this is my favorite picture app. It's easy to use and has soooo many options to choose from!!!,US,2014-06-03 10:09:00,5,Swdisp,Love this app!!!,674208785,
2943,I'm so happy is a beautiful app woooowww I Loved !!!!!!!!!!,US,2014-06-02 13:39:00,5,flobts,Simple Fantastic,674208785,
2944,I have yet to print a creation\, but loving this app!  My one tiny complaint is that one of the designs says 'the happiest people are the prettiest'.  Really?!? A bit shallow.  To each their own\, I suppose.,US,2014-05-31 04:12:00,5,o0crystal0o,Awesome,674208785,
2945,Pretty cool ap\, just remember to resize your photos!,US,2014-05-30 16:14:00,3,Beezonlyne247,,674208785,
2946,I just love this app\, the best overlays ever! ,US,2014-05-30 00:29:00,5,Ipolaniii,Best app,674208785,
2947,So much fun and makes awesome pics!!,US,2014-05-29 04:17:00,5,Darlin218,Love this app!!,674208785,
2948,I really like this\, so so many great design choices!But\, you have to pay for all of the designs and it makes my pictures a little fuzzy. Also\, it only edits square photos so it will crop a regular one unless you make it squaready or something.,US,2014-05-28 22:29:00,4,Steven Leonard the 32nd,Woohoo,674208785,
2949,Amazing app.,US,2014-05-27 19:07:00,5,Stephxxxie,Great,674208785,
2950,This is a great photo editing app! So many different effects to create unique pictures. Only problem is that you have to pay  to get the full version in order to unlock  everything. But you should download this app!!!!,US,2014-05-26 22:48:00,4,Anonymous ,Great App! ❤️,674208785,
2951,I'm having a hard time sharing the picture to twitter & it also needs a button to save in your own gallery. Other than that\, this app is awesome!,US,2014-05-26 20:08:00,4,Tiny218,A few Glitches,674208785,
2952,This is my lovely app!!❤️❤️❤️,US,2014-05-25 16:48:00,5,I am:))),The best app!!! I love it!!!,674208785,
2953,Love it!,US,2014-05-24 10:08:00,5,PrettyDiamonds777,Awesome App,674208785,
2954,There is no other app that can compare this is amazing I use it every day !!!,US,2014-05-24 01:03:00,5,Rochelle0413,Love love love this,674208785,
2955,I love this app one of the best !,US,2014-05-23 02:50:00,5,Chelsea Renee LaRue Smith,❤️❤️,674208785,
2956,exelente app y exelente atencion la app me sigue por instagram y le da ❤️ a mis fotos,US,2014-05-22 21:36:00,5,emilysainz,encantadora,674208785,
2957,Absolutely love this app!,US,2014-05-22 12:20:00,5,Bbygrltk,Awesome,674208785,
2958,Works amazing !!!,US,2014-05-22 02:25:00,5,Chris Sanchez,Good,674208785,
2959,I really love you app. Thank you so much for making it :) love.love.love,US,2014-05-20 22:22:00,5,prettyyouuuu,So good,674208785,
2960,Super fun\, super easy way to add a little (or a lot) something to your photos!!,US,2014-05-19 03:05:00,5,Beeky8811,Fabulous,674208785,
2961,Easy to use and fun! Updated regularly with new graphics!,US,2014-05-17 15:33:00,5,Scatteredmama,Fun and fast,674208785,
2962,Makes personalizing photos easier,US,2014-05-17 04:48:00,5,Jazzfingers101,Awesome,674208785,
2963,Kool fonts and templetes,US,2014-05-16 23:24:00,5,Memeon1,I love it,674208785,
2964,This app keeps log in me off getting frustrated ,US,2014-05-13 19:54:00,2,Chelomanzano,Chelo76m,674208785,
2965,Initially\, I was really excited about Photofy—but not too long after I realized that in order to do any customization\, I better get used to hitting 'locked' roadblocks (getting access to the color wheel\, for example\, costs .99). I purchased access to Photofy Premium thinking it would unlock enough stickers to cover what I'd use it for—then found after my first search\, the sticker I chose was not only locked\, but had the Photofy watermark on it which really takes away from the photo.The constant charges are annoying\, but if you find the app useful\, I guess it's worth it. I'm just not sold on it yet.,US,2014-05-12 00:10:00,3,StripedPaisley,Has potential\, but not quite there yet,674208785,
2966,It is easy to use and beautiful too,US,2014-05-10 15:58:00,5,Lata.da,Great app ,674208785,
2967,With each update it's gets even better...even when you think it can't.  When I go to post a photo anywhere\, my first thought is Photofy to make it special first.  LOVE this app!!!,US,2014-05-08 02:08:00,5,Reh251,My one and only app for adorning my photos,674208785,
2968,It won't let me delete it once I've downloaded it. Do not waste your space on your phone!,US,2014-05-07 23:24:00,1,Brittney.the.Potato,Don't download!,674208785,
2969,My favorite app . Love how easy it is to add stuff to my pictures or edit them. So many cute things to add \, worth getting this app. ,US,2014-05-05 05:48:00,5,Zee2012w,Best app ever !!,674208785,
2970,Takes about a day or two to learn it and it's worth it. Upgrade to Premium.Please don't sell to fb.,US,2014-05-04 22:03:00,5,Danilo Salguero,Good App. ,674208785,
2971,Thank you.,US,2014-05-01 16:44:00,5,GoochALuce,Great App!,674208785,
2972,Best app for personalizing photos ever!!,US,2014-05-01 02:49:00,5,Smalviani,Best app!,674208785,
2973,Way more sticker options!!! Little tough to navigate at first.,US,2014-04-28 12:52:00,4,Addicted to Caffeine,Putting my other apps to shame,674208785,
2974,I LOVED this app until the new update. I used it to make flyers and other promotional images for an organization at my university using the background option. Now that it is gone\, I have little use for this app and will quite possibly uninstall it and look for something that can better fulfill my needs.,US,2014-04-24 15:50:00,3,CaseFace ,New Update,674208785,
2975,best app for editing and personalizing photos! Doesn't get any better.,US,2014-04-23 21:16:00,5,massfireplug,Best app,674208785,
2976,Love using Photofy - brings my pics to life.,US,2014-04-23 17:43:00,5,Anthony Alviani,Great App - Great Update,674208785,
